variable_name,source,original_name,N_nonmissing,pct_missing,is_numeric,mean,sd,label
c3302_f8a_14th_prod_month_term_of_preg,c3302,f8a_14th_prod_month_term_of_preg,839,98.6,TRUE,13.6377,24.7684,F8a_14th prod_Month term of preg
c3302_f8b_14th_prod_year_term_of_preg,c3302,f8b_14th_prod_year_term_of_preg,839,98.6,TRUE,59.6067,5.8695,F8b_14th prod_Year term of preg
c3302_f8c_14th_prod_weeks_of_gestation,c3302,f8c_14th_prod_weeks_of_gestation,839,98.6,TRUE,35.087,14.5707,F8c_14th prod_Weeks of gestation
c3302_f8d_14th_prod_liveborn,c3302,f8d_14th_prod_liveborn,839,98.6,TRUE,0.8641,0.5765,F8d_14th prod_Liveborn
c3302_f8e_14th_prod_sex,c3302,f8e_14th_prod_sex,839,98.6,TRUE,2.6532,2.4992,F8e_14th prod_Sex
c3302_f8f_14th_prod_type_of_delivery,c3302,f8f_14th_prod_type_of_delivery,839,98.6,TRUE,1.0191,0.1533,F8f_14th prod_Type of delivery
c3302_f8g_14th_prod_birthweight_pounds,c3302,f8g_14th_prod_birthweight_pounds,839,98.6,TRUE,28.7974,39.5854,F8g_14th prod_Birthweight pounds
c3302_f8h_14th_prod_birthweight_ounces,c3302,f8h_14th_prod_birthweight_ounces,839,98.6,TRUE,33.435,42.6918,F8h_14th prod_Birthweight ounces
c3302_prior_perinatal_loss,c3302,prior_perinatal_loss,839,98.6,TRUE,5.0083,3.5267,Prior Perinatal Loss
c3302_f8i_14th_prod_childs_age_at_death,c3302,f8i_14th_prod_childs_age_at_death,839,98.6,TRUE,2.1383,3.7522,F8i_14th prod_Childs age at death
c3302_f8j_14th_prod_place_of_birth,c3302,f8j_14th_prod_place_of_birth,839,98.6,TRUE,0.6603,1.31,F8j_14th prod_Place of birth
c0358_v0_date_delivered,c0358_v0,date_delivered,1388,97.69,TRUE,63876.5879,36994.7838,Date Delivered
c0358_v0_date_discharged,c0358_v0,date_discharged,1388,97.69,TRUE,69959.5468,83665.9944,Date Discharged
c0358_v0_readmission_code,c0358_v0,readmission_code,1388,97.69,TRUE,0.0065,0.0888,Readmission Code
c0358_v0_post_partum_examination,c0358_v0,post_partum_examination,1388,97.69,TRUE,0.1988,0.4064,Post-Partum Examination
c0358_v0_total_number_of_examinations,c0358_v0,total_number_of_examinations,1388,97.69,TRUE,4.5584,1.904,Total Number of Examinations
c0358_v0_visit_number,c0358_v0,visit_number,1388,97.69,TRUE,1.0144,0.2274,Visit Number
c0358_v0_readmission_number,c0358_v0,readmission_number,1388,97.69,TRUE,0,0,Readmission Number
c0358_v0_date_of_visit,c0358_v0,date_of_visit,1388,97.69,TRUE,63759.152,36999.7227,Date of Visit
c0358_v0_bp_highest_diastolic_systolic,c0358_v0,bp_highest_diastolic_systolic,1388,97.69,TRUE,137.5937,110.3718,BP Highest Diastolic Systolic
c0358_v0_bp_highest_diastolic_diastolic,c0358_v0,bp_highest_diastolic_diastolic,1388,97.69,TRUE,94.786,115.3538,BP Highest Diastolic Diastolic
c0358_v0_bp_lowest_diastolic_systolic,c0358_v0,bp_lowest_diastolic_systolic,1388,97.69,TRUE,278.4135,344.6263,BP Lowest Diastolic Systolic
c0358_v0_bp_lowest_diastolic_diastolic,c0358_v0,bp_lowest_diastolic_diastolic,1388,97.69,TRUE,244.5,363.3468,BP Lowest Diastolic Diastolic
c0358_v0_highest_temperature,c0358_v0,highest_temperature,1388,97.69,TRUE,2301.1268,3178.059,Highest Temperature
c0358_v0_weight_attire,c0358_v0,weight_attire,1388,97.69,TRUE,7.8156,3.0408,Weight Attire
c0358_v0_weight_pounds,c0358_v0,weight_pounds,1388,97.69,TRUE,883.6203,293.5515,Weight Pounds
c3334_intrapartum_form_code_intrapartum,c3334,intrapartum_form_code_intrapartum,1072,98.21,TRUE,0,0,"Intrapartum, form code, INTRAPARTUM (REPEATED FROM ABOVE)"
c3334_prenatal_dermatoglyphics_mother,c3334,prenatal_dermatoglyphics_mother,60016,0,FALSE,"","","Prenatal, dermatoglyphics, MOTHER, PRENATAL, PHYSICAL EXAM"
c3334_intrapartum_administration,c3334,intrapartum_administration,60016,0,FALSE,"","","Intrapartum, administration, ADMINISTRATIVE (REPEATED FROM ABOVE)"
c3334_prenatal_mother,c3334,prenatal_mother,1072,98.21,TRUE,34.8619,49.5236,"Prenatal, MOTHER, PRENATAL, PHYSICAL EXAM"
c2412_1_yr_summary_field_05a,c2412,1_yr_summary_field_05a,894,98.51,TRUE,2.5391,0.9165,"1 YR SUMMARY, FIELD 05A"
c2412_1_yr_summary_field_05b,c2412,1_yr_summary_field_05b,894,98.51,TRUE,5.9016,1.5384,"1 YR SUMMARY, FIELD 05B"
c2412_1_yr_summary_field_06,c2412,1_yr_summary_field_06,894,98.51,TRUE,1.085,1.3949,"1 YR SUMMARY, FIELD 06"
c2412_1_yr_summary_condition_07a,c2412,1_yr_summary_condition_07a,894,98.51,TRUE,4.7215,2.6488,"1 YR SUMMARY, CONDITION 07A"
c2412_1_yr_summary_condition_07b,c2412,1_yr_summary_condition_07b,894,98.51,TRUE,0.5884,0.8214,"1 YR SUMMARY, CONDITION 07B"
c2412_1_yr_summary_condition_07c,c2412,1_yr_summary_condition_07c,894,98.51,TRUE,0.5134,0.8138,"1 YR SUMMARY, CONDITION 07C"
c2412_1_yr_summary_condition_07d,c2412,1_yr_summary_condition_07d,894,98.51,TRUE,0.1756,0.4482,"1 YR SUMMARY, CONDITION 07D"
c2412_1_yr_summary_condition_07e,c2412,1_yr_summary_condition_07e,894,98.51,TRUE,0.1969,0.4934,"1 YR SUMMARY, CONDITION 07E"
c2412_1_yr_summary_condition_07f,c2412,1_yr_summary_condition_07f,894,98.51,TRUE,0.1734,0.4662,"1 YR SUMMARY, CONDITION 07F"
c2412_1_yr_summary_condition_07g,c2412,1_yr_summary_condition_07g,894,98.51,TRUE,0.0436,0.2252,"1 YR SUMMARY, CONDITION 07G"
c2412_1_yr_summary_condition_07h,c2412,1_yr_summary_condition_07h,894,98.51,TRUE,0.0783,0.3322,"1 YR SUMMARY, CONDITION 07H"
c2412_1_yr_summary_condition_07i,c2412,1_yr_summary_condition_07i,894,98.51,TRUE,0.377,0.9983,"1 YR SUMMARY, CONDITION 07I"
c2412_1_yr_summary_condition_07j,c2412,1_yr_summary_condition_07j,894,98.51,TRUE,0.2528,0.5507,"1 YR SUMMARY, CONDITION 07J"
c2412_1_yr_summary_condition_07k,c2412,1_yr_summary_condition_07k,894,98.51,TRUE,0.0984,0.3594,"1 YR SUMMARY, CONDITION 07K"
c2412_1_yr_summary_condition_07l,c2412,1_yr_summary_condition_07l,894,98.51,TRUE,0.1499,0.4708,"1 YR SUMMARY, CONDITION 07L"
c2412_1_yr_summary_condition_07m,c2412,1_yr_summary_condition_07m,894,98.51,TRUE,0.0112,0.1052,"1 YR SUMMARY, CONDITION 07M"
c2412_1_yr_summary_condition_07n,c2412,1_yr_summary_condition_07n,894,98.51,TRUE,0.1969,0.5134,"1 YR SUMMARY, CONDITION 07N"
c2412_1_yr_summary_condition_07o,c2412,1_yr_summary_condition_07o,894,98.51,TRUE,0.2517,0.5123,"1 YR SUMMARY, CONDITION 07O"
c2412_1_yr_summary_condition_07p,c2412,1_yr_summary_condition_07p,894,98.51,TRUE,0.3177,0.5203,"1 YR SUMMARY, CONDITION 07P"
c2412_1_yr_summary_condition_07q,c2412,1_yr_summary_condition_07q,894,98.51,TRUE,0.0336,0.1863,"1 YR SUMMARY, CONDITION 07Q"
c2412_1_yr_summary_condition_07r,c2412,1_yr_summary_condition_07r,894,98.51,TRUE,1.2349,1.3006,"1 YR SUMMARY, CONDITION 07R"
c2412_1_yr_summary_condition_07s,c2412,1_yr_summary_condition_07s,894,98.51,TRUE,0.0716,0.3468,"1 YR SUMMARY, CONDITION 07S"
c2412_1_yr_summary_condition_07t,c2412,1_yr_summary_condition_07t,894,98.51,TRUE,0.4027,0.7827,"1 YR SUMMARY, CONDITION 07T"
c2412_1_yr_summary_condition_07u,c2412,1_yr_summary_condition_07u,894,98.51,TRUE,0.113,0.3503,"1 YR SUMMARY, CONDITION 07U"
c2412_1_yr_summary_condition_07v,c2412,1_yr_summary_condition_07v,894,98.51,TRUE,1.7248,1.7581,"1 YR SUMMARY, CONDITION 07V"
c2412_1_yr_summary_condition_07w,c2412,1_yr_summary_condition_07w,894,98.51,TRUE,0.5727,0.7383,"1 YR SUMMARY, CONDITION 07W"
c2412_1_yr_summary_condition_07x,c2412,1_yr_summary_condition_07x,894,98.51,TRUE,12.5213,3.9605,"1 YR SUMMARY, CONDITION 07X"
c2412_1_yr_summary_field_08a,c2412,1_yr_summary_field_08a,894,98.51,TRUE,683.84,288.6456,"1 YR SUMMARY, FIELD 08A"
c2412_1_yr_summary_field_08b,c2412,1_yr_summary_field_08b,894,98.51,TRUE,2.2338,0.8266,"1 YR SUMMARY, FIELD 08B"
c3477_coding_completed_nurse,c3477,coding_completed_nurse,712,98.81,TRUE,2.0449,0.8622,Coding Completed Nurse
c3477_coding_completed_physician,c3477,coding_completed_physician,712,98.81,TRUE,1.5183,0.5998,Coding Completed Physician
c3477_total_number_of_conditions,c3477,total_number_of_conditions,712,98.81,TRUE,20.4846,4.0873,Total Number of Conditions
c3477_forms_reviewed_ps_10_17,c3477,forms_reviewed_ps_10_17,712,98.81,TRUE,0,0,Forms Reviewed PS-10-17
c3477_forms_reviewed_slh_es,c3477,forms_reviewed_slh_es,712,98.81,TRUE,0.0014,0.0375,Forms Reviewed SLH-ES
c3477_forms_reviewed_ps_20_25,c3477,forms_reviewed_ps_20_25,712,98.81,TRUE,0.0014,0.0375,Forms Reviewed PS-20-25
c3477_forms_reviewed_ps_320_25,c3477,forms_reviewed_ps_320_25,712,98.81,TRUE,0,0,Forms Reviewed PS-320-25
c3477_forms_reviewed_ps_30_35,c3477,forms_reviewed_ps_30_35,712,98.81,TRUE,0,0,Forms Reviewed PS-30-35
c3477_forms_reviewed_ped_76,c3477,forms_reviewed_ped_76,712,98.81,TRUE,0.9916,0.0915,Forms Reviewed PED-76
c3477_forms_reviewed_ped_75,c3477,forms_reviewed_ped_75,712,98.81,TRUE,0.9115,0.2842,Forms Reviewed PED-75
c3477_forms_reviewed_ped_74,c3477,forms_reviewed_ped_74,712,98.81,TRUE,0.382,0.4862,Forms Reviewed PED-74
c3477_forms_reviewed_ped_20,c3477,forms_reviewed_ped_20,712,98.81,TRUE,0.9972,0.053,Forms Reviewed PED-20
c3477_forms_reviewed_ped_29,c3477,forms_reviewed_ped_29,712,98.81,TRUE,0.9607,0.1945,Forms Reviewed PED-29
c3477_forms_reviewed_fhh_9,c3477,forms_reviewed_fhh_9,712,98.81,TRUE,0.0028,0.053,Forms Reviewed FHH-9
c3477_forms_reviewed_ped_4,c3477,forms_reviewed_ped_4,712,98.81,TRUE,0.0042,0.0648,Forms Reviewed PED-4
c3477_forms_reviewed_autopsy,c3477,forms_reviewed_autopsy,712,98.81,TRUE,0,0,Forms Reviewed Autopsy
c3477_condition_1_code,c3477,condition_1_code,712,98.81,TRUE,2701.9115,387.5216,Condition 1 Code
c3477_condition_1_diagnosis,c3477,condition_1_diagnosis,712,98.81,TRUE,1.9551,0.2073,Condition 1 Diagnosis
c3477_condition_1_source,c3477,condition_1_source,712,98.81,TRUE,1.5927,0.8714,Condition 1 Source
c9334_f3_9334_reason_not_coded,c9334,f3_9334_reason_not_coded,691,98.85,TRUE,2.1027,1.5547,F3_9334_Reason not coded
c9334_f4_9334_edit_codes,c9334,f4_9334_edit_codes,691,98.85,TRUE,0.0507,0.3345,F4_9334_Edit codes
c9334_f5_9334_fetus_number,c9334,f5_9334_fetus_number,691,98.85,TRUE,1.275,3.1105,F5_9334_Fetus number
c9334_f7_9334_unsuccessful_before_c_sect,c9334,f7_9334_unsuccessful_before_c_sect,691,98.85,TRUE,0.2214,1.3952,F7_9334_Unsuccessful before c-sect
c9334_f8_9334_labor,c9334,f8_9334_labor,691,98.85,TRUE,7.5687,2.8725,F8_9334_Labor
v3_institution,v3,institution,59391,1.04,TRUE,41.2997,26.5054,""
v3_selection,v3,selection,59391,1.04,TRUE,1.0221,0.147,""
v3_gravida_id,v3,gravida_id,59391,1.04,TRUE,2509.6641,2187.0288,""
v3_preg_order,v3,preg_order,59391,1.04,TRUE,1.2262,0.5349,""
v3_n_cardiovascular,v3,n_cardiovascular,54000,10.02,TRUE,0.1859,0.9747,""
v3_n_pulmonary,v3,n_pulmonary,54000,10.02,TRUE,0.2124,0.9195,""
v3_n_hematologic,v3,n_hematologic,54000,10.02,TRUE,0.5226,1.0948,""
v3_n_metabolic,v3,n_metabolic,54000,10.02,TRUE,0.2192,1.0148,""
v3_n_venereal,v3,n_venereal,54000,10.02,TRUE,0.1656,0.9398,""
v3_n_urinary,v3,n_urinary,54000,10.02,TRUE,0.6755,1.2758,""
v3_n_gynecologic,v3,n_gynecologic,54000,10.02,TRUE,0.6272,1.0523,""
v3_n_neuropsych,v3,n_neuropsych,54000,10.02,TRUE,0.2403,1,""
v3_n_gi,v3,n_gi,54000,10.02,TRUE,0.29,0.98,""
v3_n_integument,v3,n_integument,54000,10.02,TRUE,0.2312,1.1144,""
v3_n_ob_complications,v3,n_ob_complications,54000,10.02,TRUE,0.652,1.419,""
v3_n_puerperal,v3,n_puerperal,54000,10.02,TRUE,0.4518,1.7403,""
v3_n_infectious,v3,n_infectious,54000,10.02,TRUE,0.3561,1.3411,""
v3_mother_id,v3,mother_id,59391,1.04,FALSE,"","",""
v3_plurality,v3,plurality,56994,5.04,TRUE,0.0332,0.2344,Plurality
v3_birth_switch,v3,birth_switch,56994,5.04,TRUE,1.0225,0.1517,Birth Switch
v3_repeat_switch,v3,repeat_switch,59391,1.04,TRUE,0.3218,0.4672,Repeat Switch
v3_repeat_order,v3,repeat_order,59391,1.04,TRUE,0.548,0.9007,""
v3_race,v3,race,59081,1.56,TRUE,1.6642,0.7876,Race
v3_race_label,v3,race_label,59706,0.52,FALSE,"","",""
v3_patient_status,v3,patient_status,55722,7.15,TRUE,1.066,0.2484,""
v3_religion,v3,religion,56444,5.95,TRUE,1.4413,0.5705,Religion
v3_religion_label,v3,religion_label,57069,4.91,FALSE,"","",""
v3_educ_yrs,v3,educ_yrs,56460,5.93,TRUE,10.6238,2.5663,""
v3_educ_cat,v3,educ_cat,56366,6.08,TRUE,3.3158,1.1788,""
v3_income,v3,income,53151,11.44,TRUE,40.0779,21.2822,""
v3_income_cat,v3,income_cat,53151,11.44,TRUE,3.5199,1.1414,""
v3_housing_density,v3,housing_density,56109,6.51,TRUE,13.885,8.3483,Housing Density
v3_sei,v3,sei,55934,6.8,TRUE,46.8637,21.6581,""
v3_sei_cat,v3,sei_cat,55934,6.8,TRUE,2.9264,1.1041,""
v3_marital,v3,marital,59386,1.05,TRUE,2.1768,1.1406,""
v3_marital_label,v3,marital_label,60011,0.01,FALSE,"","",""
v3_age_group,v3,age_group,59389,1.04,TRUE,3.4574,1.2453,""
v3_gest_at_reg,v3,gest_at_reg,59323,1.15,TRUE,21.3359,8.3881,""
v3_trimester_at_reg,v3,trimester_at_reg,59323,1.15,TRUE,2,0.705,""
v3_prior_preg,v3,prior_preg,57845,3.62,TRUE,2.2307,2.3847,""
v3_parity,v3,parity,58273,2.9,TRUE,1.963,2.1276,""
v3_prior_perinatal_loss,v3,prior_perinatal_loss,56804,5.35,TRUE,0.331,0.8113,Prior Perinatal Loss
v3_prior_livebirths,v3,prior_livebirths,57376,4.4,TRUE,1.943,2.0386,""
v3_cigs_per_day,v3,cigs_per_day,57559,4.09,TRUE,7.0992,12.8843,""
v3_smoker,v3,smoker,57559,4.09,TRUE,0.4674,0.4989,""
v3_prenatal_visits,v3,prenatal_visits,56795,5.37,TRUE,8.4601,4.2141,""
v3_years_smoked,v3,years_smoked,56855,5.27,TRUE,5.7158,12.1281,""
v3_consanguinity,v3,consanguinity,55290,7.87,TRUE,6.1503,3.3717,""
v3_consanguinity_yn,v3,consanguinity_yn,55063,8.25,TRUE,0.0033,0.0572,""
v3_vaginal_bleeding,v3,vaginal_bleeding,54270,9.57,TRUE,1.3766,1.9268,""
v3_fever,v3,fever,54756,8.76,TRUE,0.7384,1.5163,""
v3_vomiting,v3,vomiting,56053,6.6,TRUE,2.5225,2.3025,""
v3_jaundice,v3,jaundice,54379,9.39,TRUE,0.0133,0.2201,""
v3_edema,v3,edema,55267,7.91,TRUE,1.2722,2.0152,""
v3_convulsions,v3,convulsions,54342,9.45,TRUE,0.0181,0.2699,""
v3_menarche_age,v3,menarche_age,57210,4.68,TRUE,12.683,1.5546,""
v3_confining_illness,v3,confining_illness,56251,6.27,TRUE,0.5165,0.771,""
v3_pelvic_inlet,v3,pelvic_inlet,55272,7.9,TRUE,0.0602,0.3193,""
v3_weight_gain,v3,weight_gain,54058,9.93,TRUE,22.6141,10.4684,""
v3_hypertension,v3,hypertension,57113,4.84,TRUE,0.4888,1.1904,""
v3_bp_sys_first,v3,bp_sys_first,57675,3.9,TRUE,114.6956,13.3129,""
v3_bp_dia_first,v3,bp_dia_first,57671,3.91,TRUE,70.2752,10.9383,""
v3_weight_predelivery,v3,weight_predelivery,53718,10.49,TRUE,150.9809,26.6215,""
v3_blood_type,v3,blood_type,56382,6.06,TRUE,1.7478,0.8509,""
v3_blood_type_label,v3,blood_type_label,57007,5.01,FALSE,"","",""
v3_rh_factor,v3,rh_factor,55969,6.74,TRUE,1.108,0.3104,Rh Factor
v3_rh_label,v3,rh_label,56594,5.7,FALSE,"","",""
v3_occupation_cat,v3,occupation_cat,56531,5.81,TRUE,2.3924,0.7358,""
v3_occupation_label,v3,occupation_label,57156,4.77,FALSE,"","",""
v3_sb_iq,v3,sb_iq,38653,35.6,TRUE,97.1207,16.5611,""
v3_sb_iq_cat,v3,sb_iq_cat,38656,35.59,TRUE,3.8176,1.1665,""
v3_placental_wt,v3,placental_wt,47073,21.57,TRUE,432.2788,103.5866,""
v3_bf_days,v3,bf_days,47042,21.62,TRUE,2.5711,1.4082,""
v3_bot_days,v3,bot_days,47046,21.61,TRUE,0.4064,1.0079,""
v3_gavage,v3,gavage,47046,21.61,TRUE,0.049,0.4534,""
v3_tube,v3,tube,47046,21.61,TRUE,0.0093,0.1846,""
v3_other_feed,v3,other_feed,47046,21.61,TRUE,0.0115,0.1964,""
v3_vitamin_k,v3,vitamin_k,52934,11.8,TRUE,0.3317,0.4708,""
v3_coombs,v3,coombs,51408,14.34,TRUE,1.9753,0.1553,""
v3_sex,v3,sex,55923,6.82,TRUE,1.4914,0.4999,""
v3_sex_label,v3,sex_label,56548,5.78,FALSE,"","",""
v3_birth_wt_g,v3,birth_wt_g,55535,7.47,TRUE,3107.7743,636.4481,""
v3_outcome_detail,v3,outcome_detail,56990,5.04,TRUE,1.422,6.7922,""
v3_infant_death,v3,infant_death,56989,5.04,TRUE,0.0306,0.1978,""
v3_gest_age,v3,gest_age,55676,7.23,TRUE,38.9961,3.7155,""
v3_maternal_age,v3,maternal_age,59389,1.04,TRUE,24.2941,6.0606,""
v3_apgar_heart,v3,apgar_heart,49870,16.91,TRUE,1.8927,0.3166,""
v3_apgar_resp,v3,apgar_resp,50678,15.56,TRUE,1.6385,0.5931,""
v3_apgar_tone,v3,apgar_tone,50654,15.6,TRUE,1.6521,0.5962,""
v3_apgar_reflex,v3,apgar_reflex,50636,15.63,TRUE,1.705,0.5686,""
v3_apgar_color,v3,apgar_color,50665,15.58,TRUE,0.8371,0.5439,""
v3_apgar_total,v3,apgar_total,49844,16.95,TRUE,7.7416,1.9968,""
v3_bf_ever,v3,bf_ever,47042,21.62,TRUE,0.9144,0.2797,""
v3_feed_type,v3,feed_type,47667,20.58,FALSE,"","",""
v3_twinning,v3,twinning,55122,8.15,TRUE,0.0206,0.1419,""
v3_dysmaturity,v3,dysmaturity,46693,22.2,TRUE,0.4774,1.2173,""
v3_antibiotics,v3,antibiotics,52935,11.8,TRUE,0.1164,0.3207,""
v3_wisc_info_raw,v3,wisc_info_raw,31445,47.61,TRUE,7.1981,2.0506,""
v3_wisc_info,v3,wisc_info,40269,32.9,TRUE,9.1823,3.0074,""
v3_wisc_comp_raw,v3,wisc_comp_raw,40261,32.92,TRUE,6.1228,2.5026,""
v3_wisc_comp,v3,wisc_comp,40248,32.94,TRUE,8.73,2.7561,""
v3_wisc_simil_raw,v3,wisc_simil_raw,40240,32.95,TRUE,17.8958,5.9204,""
v3_wisc_vocab,v3,wisc_vocab,40218,32.99,TRUE,8.7235,3.0732,""
v3_wisc_digit_raw,v3,wisc_digit_raw,31417,47.65,TRUE,6.8842,2.0113,""
v3_wisc_digit,v3,wisc_digit,40231,32.97,TRUE,9.5835,2.9779,""
v3_wisc_verb_sum,v3,wisc_verb_sum,40254,32.93,TRUE,36.1972,9.0691,""
v3_ps30_col35,v3,ps30_col35,40302,32.85,TRUE,9.5537,3.1902,""
v3_ps30_bender_rotation_raw,v3,ps30_bender_rotation_raw,40291,32.87,TRUE,7.2091,5.5622,""
v3_ps30_col39,v3,ps30_col39,40296,32.86,TRUE,9.6842,2.8171,""
v3_auditory_vocal_raw_7yr,v3,auditory_vocal_raw_7yr,40232,32.96,TRUE,33.2639,9.5531,""
v3_auditory_vocal_scaled_7yr,v3,auditory_vocal_scaled_7yr,40229,32.97,TRUE,10.0847,2.9062,""
v3_wisc_viq,v3,wisc_viq,31428,47.63,TRUE,91.8797,13.6147,""
v3_wisc_fsiq,v3,wisc_fsiq,40494,32.53,TRUE,95.6333,14.7916,""
v3_ps30_col65,v3,ps30_col65,39869,33.57,TRUE,17.8027,3.7835,""
v3_ps30_col67,v3,ps30_col67,39796,33.69,TRUE,61.2454,14.039,""
v3_ps30_col71,v3,ps30_col71,39508,34.17,TRUE,8.4137,7.4878,""
v3_institution_name,v3,institution_name,60016,0,FALSE,"","",""
v3_institution_city,v3,institution_city,60016,0,FALSE,"","",""
v3_bw_zscore,v3,bw_zscore,52516,12.5,TRUE,0.0339,0.9705,""
v3_maternal_age_sq,v3,maternal_age_sq,53640,10.62,TRUE,621.3477,322.882,""
v3_cigs_day,v3,cigs_day,53105,11.52,TRUE,5.7463,9.0626,""
v3_n_kids,v3,n_kids,53640,10.62,TRUE,1.4532,0.756,""
v3_wisc_info_z,v3,wisc_info_z,40261,32.92,TRUE,0,1,""
v3_wisc_comp_z,v3,wisc_comp_z,40240,32.95,TRUE,0,1,""
v3_wisc_vocab_z,v3,wisc_vocab_z,40210,33,TRUE,0,1,""
v3_wisc_digit_z,v3,wisc_digit_z,40223,32.98,TRUE,0,1,""
v3_g_factor,v3,g_factor,40080,33.22,TRUE,0.0215,1.0886,""
v3_sb_iq_z,v3,sb_iq_z,38651,35.6,TRUE,0,1,""
v3_wisc_fsiq_z,v3,wisc_fsiq_z,40486,32.54,TRUE,0,1,""
v3_wisc_viq_z,v3,wisc_viq_z,40252,32.93,TRUE,0,1,""
v3_g_factor_z,v3,g_factor_z,40080,33.22,TRUE,0.0132,0.6712,""
v3_cooperativeness_7yr,v3,cooperativeness_7yr,40463,32.58,TRUE,31.0601,4.9794,""
v3_attention_7yr,v3,attention_7yr,40481,32.55,TRUE,31.8047,7.3071,""
v3_hyperkinesis_7yr,v3,hyperkinesis_7yr,40420,32.65,TRUE,3.0396,0.5519,""
v3_aud_vocal_4yr,v3,aud_vocal_4yr,38311,36.17,TRUE,16.7146,8.179,""
v3_goal_orientation_4yr,v3,goal_orientation_4yr,38952,35.1,TRUE,1.1929,0.4533,""
v3_right_left_confusion_4yr,v3,right_left_confusion_4yr,39026,34.97,TRUE,1.0267,0.1611,""
v3_body_parts_id_4yr,v3,body_parts_id_4yr,38881,35.22,TRUE,1.2346,0.5134,""
v3_bender_total_errors,v3,bender_total_errors,40399,32.69,TRUE,7.1345,3.7183,""
v3_bender_composite_63,v3,bender_composite_63,40439,32.62,TRUE,18.6308,9.6199,""
v3_wrat_spelling_raw,v3,wrat_spelling_raw,40287,32.87,TRUE,24.6169,6.3421,""
v3_wrat_spell_grade,v3,wrat_spell_grade,31461,47.58,TRUE,16.8518,8.586,""
v3_wrat_read_raw,v3,wrat_read_raw,31435,47.62,TRUE,33.7995,11.6965,""
v3_wrat_read_grade,v3,wrat_read_grade,31451,47.6,TRUE,18.2132,9.9576,""
v3_wrat_arith_raw,v3,wrat_arith_raw,31456,47.59,TRUE,19.9884,4.5635,""
v3_wrat_arith_grade,v3,wrat_arith_grade,31468,47.57,TRUE,17.8098,7.7616,""
v3_examiner_iq_total_7yr,v3,examiner_iq_total_7yr,40428,32.64,TRUE,20.3756,6.4999,""
v3_examiner_iq_child_7yr,v3,examiner_iq_child_7yr,40421,32.65,TRUE,8.9189,1.4093,""
v3_bender_time_7yr,v3,bender_time_7yr,40298,32.85,TRUE,44.0705,24.8817,""
v3_conceptual_style_7yr,v3,conceptual_style_7yr,40246,32.94,TRUE,49.7425,38.9139,""
v3_bayley_mental_8mo,v3,bayley_mental_8mo,44257,26.26,TRUE,79.4285,6.1607,""
v3_bayley_mental_grp_8mo,v3,bayley_mental_grp_8mo,44259,26.25,TRUE,2.8956,0.3388,""
v3_bayley_motor_8mo,v3,bayley_motor_8mo,44266,26.24,TRUE,33.3223,4.8093,""
v3_bayley_motor_grp_8mo,v3,bayley_motor_grp_8mo,44269,26.24,TRUE,2.9065,0.3263,""
v3_slh_referral_3yr,v3,slh_referral_3yr,25392,57.69,TRUE,0.1081,0.3105,""
v3_slh_spondaic_3yr,v3,slh_spondaic_3yr,22233,62.95,TRUE,0.9167,0.2764,""
v3_slh_hear_right_3yr,v3,slh_hear_right_3yr,21743,63.77,TRUE,0.962,0.1912,""
v3_slh_hear_left_3yr,v3,slh_hear_left_3yr,21680,63.88,TRUE,0.9596,0.1968,""
v3_slh_age_3yr,v3,slh_age_3yr,25517,57.48,TRUE,2.0664,0.2573,""
v3_slh_lang_recep_3yr,v3,slh_lang_recep_3yr,24284,59.54,TRUE,0.3692,0.6381,""
v3_slh_lang_express_3yr,v3,slh_lang_express_3yr,24082,59.87,TRUE,0.3009,0.579,""
v3_slh_hearing_3yr,v3,slh_hearing_3yr,23161,61.41,TRUE,0.1976,0.4556,""
v3_slh_speech_mech_3yr,v3,slh_speech_mech_3yr,22421,62.64,TRUE,0.1501,0.4121,""
v3_slh_speech_prod_3yr,v3,slh_speech_prod_3yr,23872,60.22,TRUE,0.3031,0.5465,""
v3_slh_global_3yr,v3,slh_global_3yr,23339,61.11,TRUE,0.3749,0.5827,""
v3_slh_adequacy_3yr,v3,slh_adequacy_3yr,25481,57.54,TRUE,0.094,0.2918,""
v3_slh_articulation_3yr,v3,slh_articulation_3yr,25508,57.5,TRUE,1.3239,2.7433,""
v3_neuro_abnorm_neonatal,v3,neuro_abnorm_neonatal,50937,15.13,TRUE,0.1661,0.576,""
v3_neuro_abnorm_4mo,v3,neuro_abnorm_4mo,40838,31.95,TRUE,0.1135,0.3429,""
v3_neuro_abnorm_1yr,v3,neuro_abnorm_1yr,45574,24.06,TRUE,0.1091,0.3646,""
v3_locomotor_reported_1yr,v3,locomotor_reported_1yr,27100,54.85,TRUE,0.7614,0.9454,""
v3_locomotor_observed_1yr,v3,locomotor_observed_1yr,39852,33.6,TRUE,0.8046,1.0686,""
v3_clinical_intelligence_4yr,v3,clinical_intelligence_4yr,38696,35.52,TRUE,2.0906,0.5803,""
v3_clinical_fine_motor_4yr,v3,clinical_fine_motor_4yr,38419,35.99,TRUE,1.2674,0.4714,""
v3_clinical_gross_motor_4yr,v3,clinical_gross_motor_4yr,37996,36.69,TRUE,1.0997,0.3434,""
v3_clinical_concept_4yr,v3,clinical_concept_4yr,38066,36.57,TRUE,1.1327,0.4301,""
